ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,UIX Impact,Use,Mode,Intro,Link for more infos,Tags,Consequences ,Advice,Notes,Comment,Possible values,OS,
1428,Windows Firewall,Log dropped packets (Private Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium,,,Basic,"[STANDARD] If you enable this policy setting, Windows Defender Firewall writes the information to a log file. You must provide the name, location, and maximum size of the log file. The location can contain environment variables. You must also specify whether to record information about incoming messages that the firewall blocks (drops) and information about successful incoming and outgoing connections. Windows Defender Firewall does not provide an option to log successful incoming messages.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsFirewall::WF_Logging_Name₁,,,,,Set by user (or script),Number : 1 (True) ; 0 (False),At least Windows XP Professional with SP2,
1429,Windows Firewall,Log successful connections (Private Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low,,,Basic,"[STANDARD] If you enable this policy setting, Windows Defender Firewall writes the information to a log file. You must provide the name, location, and maximum size of the log file. The location can contain environment variables. You must also specify whether to record information about incoming messages that the firewall blocks (drops) and information about successful incoming and outgoing connections. Windows Defender Firewall does not provide an option to log successful incoming messages.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsFirewall::WF_Logging_Name₁,,,,,Set by user (or script),Number : 1 (True) ; 0 (False),At least Windows XP Professional with SP2,
1430,Windows Firewall,EnableFirewall (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile,EnableFirewall,,,,1,1,=,Medium,,,Basic,"[PUBLIC] Turns on Windows Defender Firewall.
->If you enable this policy setting, Windows Defender Firewall runs and ignores the ""Computer Configuration\Administrative Templates\Network\Network Connections\Prohibit use of Internet Connection Firewall on your DNS domain network"" policy setting.
->If you disable this policy setting, Windows Defender Firewall does not run. This is the only way to ensure that Windows Defender Firewall does not run and administrators who log on locally cannot start it.
->If you do not configure this policy setting, administrators can use the Windows Defender Firewall component in Control Panel to turn Windows Defender Firewall on or off, unless the ""Prohibit use of Internet Connection Firewall on your DNS domain network"" policy setting overrides.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsFirewall::WF_EnableFirewall_Name_1,,,,,Set by user (or script),Number : 1 (Enable);0 (Disable);Not defined,At least Windows XP Professional with SP2,
1431,Windows Firewall,Inbound Connections (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile,DefaultInboundAction,,,,1,1,=,Medium,,,Basic,"[PUBLIC] In many cases, a next step for administrators will be to customize these profiles using rules (sometimes called filters) so that they can work with user apps or other types of software. For example, an administrator or user may choose to add a rule to accommodate a program, open a port or protocol, or allow a predefined type of traffic.",https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-firewall/best-practices-configuring#understand-rule-precedence-for-inbound-rules,,,,"In many cases, allowing specific types of inbound traffic will be required for applications to function in the network. Administrators should keep the following rule precedence behaviors in mind when allowing these inbound exceptions. ->  Explicitly defined allow rules will take precedence over the default block setting. -> Explicit block rules will take precedence over any conflicting allow rules. -> More specific rules will take precedence over less specific rules, except in the case of explicit block rules as mentioned in 2. (For example, if the parameters of rule 1 includes an IP address range, while the parameters of rule 2 include a single IP host address, rule 2 will take precedence.)",Set by user (or script),Number : 0  (Allow) ; 1 (Block),At least Windows XP Professional with SP2,
1432,Windows Firewall,Outbound Connections (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile,DefaultOutboundAction,,,,0,0,=,Medium,,,Basic,"[PUBLIC] By default, outbound filtering is disabled. Because all outbound network traffic is permitted, outbound rules are typically used to block traffic that is not wanted on the network. However, it is a best practice for an administrator to create outbound allow rules for those applications that are approved for use on the organization’s network. If you do this, then you have the option to set the default outbound behavior to block, preventing any network traffic that is not specifically authorized by the rules you create.",https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-firewall/checklist-creating-outbound-firewall-rules,,,,,Set by user (or script),Number : 0  (Allow) ; 1 (Block),At least Windows XP Professional with SP2,
1433,Windows Firewall,Log size limit (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile\Logging,LogFileSize,,,,4096,16384,>=,Medium,,,Basic,[PUBLIC] The firewall log file size for a domain connection will be set to ensure enough capacity is allocated for audit data.,https://www.stigviewer.com/stig/windows_firewall_with_advanced_security/2016-05-12/finding/V-17435,,,,"->If the policy-based registry value does not exist, verify the following registry value. If it is not configured as specified, this is a finding.",Set by user (or script),Number : (Size limit in KB),Windows 10,
1434,Windows Firewall,Log dropped packets (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium,,,Basic,"[PUBLIC] If you enable this policy setting, Windows Defender Firewall writes the information to a log file. You must provide the name, location, and maximum size of the log file. The location can contain environment variables. You must also specify whether to record information about incoming messages that the firewall blocks (drops) and information about successful incoming and outgoing connections. Windows Defender Firewall does not provide an option to log successful incoming messages.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsFirewall::WF_Logging_Name₁,,,,,Set by user (or script),Number : 1 (True) ; 0 (False),At least Windows XP Professional with SP2,
1435,Windows Firewall,Log successful connections (Public Profile),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\PublicProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low,0,,Basic,"[PUBLIC] If you enable this policy setting, Windows Defender Firewall writes the information to a log file. You must provide the name, location, and maximum size of the log file. The location can contain environment variables. You must also specify whether to record information about incoming messages that the firewall blocks (drops) and information about successful incoming and outgoing connections. Windows Defender Firewall does not provide an option to log successful incoming messages.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsFirewall::WF_Logging_Name₁,,,,,Set by user (or script),Number : 1 (True) ; 0 (False),At least Windows XP Professional with SP2,
1500,Advanced Audit Policy Configuration,Credential Validation,auditpol,{0CCE923F-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,1,Enterprise,"Audit Credential Validation determines whether the operating system generates audit events on credentials that are submitted for a user account logon request.
These events occur on the computer that is authoritative for the credentials as follows:
->For domain accounts, the domain controller is authoritative.
->For local accounts, the local computer is authoritative.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-credential-validation,Audit;Logs;Logon;Credentials;Events;Domain,,"The main reason to enable this auditing subcategory is to handle local accounts authentication attempts and, for domain accounts, NTLM authentication in the domain. It is especially useful for monitoring unsuccessful attempts, to find brute-force attacks, account enumeration, and potential account compromise events on domain controllers.","Because domain accounts are used much more frequently than local accounts in enterprise environments, most of the Account Logon events in a domain environment occur on the domain controllers that are authoritative for the domain accounts. However, these events can occur on any computer, and they may occur in conjunction with or on separate computers from Logon and Logoff events.
",,String : No Auditing;Success;Failure;Success and Failure,Windows 10; Windows Server 2016,
1501,Advanced Audit Policy Configuration,Security Group Management,auditpol,{0CCE9237-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low,0,1,Enterprise,Audit Security Group Management determines whether the operating system generates audit events when specific security group management tasks are performed. <br/><br/>Event volume: Low.,https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-security-group-management,Audit ; Logs ; Groups,,,"This subcategory allows you to audit events generated by changes to security groups such as the following: -> Security group is created, changed, or deleted. -> Member is added or removed from a security group. -> Group type is changed.",,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1502,Advanced Audit Policy Configuration,User Account Management,auditpol,{0CCE9235-69AE-11D9-BED3-505054503030},,,,,,Success,Success and Failure,=,Low,0,1,Enterprise,Audit User Account Management determines whether the operating system generates audit events when specific user account management tasks are performed. Event volume: Low.,https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-user-account-management,Audit ; Logs ; User,,,"This policy setting allows you to audit changes to user accounts. Events include the following: -> A user account is created, changed, deleted, renamed, disabled, enabled, locked out or unlocked. -> A user account’s password is set or changed. -> A security identifier (SID) is added to the SID History of a user account, or fails to be added. -> The Directory Services Restore Mode password is configured. -> Permissions on administrative user accounts are changed. -> A user's local group membership was enumerated. -> Credential Manager credentials are backed up or restored.",,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1503,Advanced Audit Policy Configuration,DPAPI Activity,auditpol,{0CCE922D-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"This topic for the IT professional describes the Advanced Security Audit policy setting, Audit DPAPI Activity, which determines whether the operating system generates audit events when encryption or decryption calls are made into the data protection application interface (DPAPI). DPAPI is used to protect secret information such as stored passwords and key information. For more information about DPAPI, see Windows Data Protection (https://go.microsoft.com/fwlink/?LinkID=121720). <br/><br/>Event volume: Low",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319104(v=ws.11),Audit ; Logs ; DPAPI,,,"If this policy setting is configured, the following events appear on computers running the supported versions of the Windows operating system as designated in the Applies To list at the beginning of this topic, in addition to Windows Server 2008 and Windows Vista.",,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1504,Advanced Audit Policy Configuration,Plug and Play Events,auditpol,{0cce9248-69ae-11d9-bed3-505054503030},,,,,,No Auditing,Success,contains,Low,0,1,Enterprise,"Audit PNP Activity determines when Plug and Play detects an external device. A PnP audit event can be used to track down changes in system hardware and will be logged on the machine where the change took place. For example, when a keyboard is plugged into a computer, a PnP event is triggered. <br/><br/>Event volume: Varies, depending on how the computer is used. Typically Low.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-pnp-activity,Audit ; Logs ; PNP,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1505,Advanced Audit Policy Configuration,Process Creation,auditpol,{0CCE922B-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low,0,1,Enterprise,"Audit Process Creation determines whether the operating system generates audit events when a process is created (starts). These audit events can help you track user activity and understand how a computer is being used. <br/><br/>Information includes the name of the program or the user that created the process.<br/><br/> Event volume: Low to Medium, depending on system usage.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-process-creation,Audit ; Logs ; Process,,,This subcategory allows you to audit events generated when a process is created or starts. The name of the application and user that created the process is also audited.,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1506,Advanced Audit Policy Configuration,Account Lockout,auditpol,{0CCE9217-69AE-11D9-BED3-505054503030},,,,,,Success,Failure,contains,Low,0,1,Enterprise,"This topic for the IT professional describes the Advanced Security Audit policy setting, Audit Account Lockout, <b>which enables you to audit security events</b> that are generated by a failed attempt to log on to an account that is locked out.
->If you configure this policy setting, an audit event is generated when an account cannot log on to a computer because the account is locked out. Success audits record successful attempts and failure audits record unsuccessful attempts.
-><b>Account lockout events are essential for understanding user activity and detecting potential attacks.</b>",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319074(v=ws.11),Audit;Logs;Server;Events,,,"If this policy setting is configured, the following event appears on computers that run the supported versions of the Windows operating system as designated in the Applies To list at the beginning of this topic, in addition to Windows Server 2008 and Windows Vista.",,String : Success;Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1507,Advanced Audit Policy Configuration,Group Membership,auditpol,{0cce9249-69ae-11d9-bed3-505054503030},,,,,,No Auditing,Success,contains,Low,0,1,Enterprise,"By using Audit Group Membership, you can audit group memberships when they're enumerated on the client computer. This policy allows you to audit the group membership information in the user's logon token. <br/><br/>Events in this subcategory are generated on the computer on which a logon session is created. For an interactive logon, the security audit event is generated on the computer that the user logged on to.<br/><br/> For a network logon, such as accessing a shared folder on the network, the security audit event is generated on the computer hosting the resource. You must also enable the Audit Logon subcategory. Multiple events are generated if the group membership information cannot fit in a single security audit event <br/><br/>Event volume: -> Low on a client computer. -> Medium on a domain controller or network servers.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-group-membership,Audit;Logs;Groups,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1508,Advanced Audit Policy Configuration,Logon,auditpol,{0CCE9215-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low,0,1,Enterprise,"This policy setting allows you to audit events generated by validation tests performed on user account logon credentials.  Events in this subcategory only occur on the authoritative computer for this credential. <br/><br/>For domain accounts, the domain controller is authoritative. <br/><br/>For local accounts, the local computer is authoritative.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-credential-validation,Audit;Logs;User,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1509,Advanced Audit Policy Configuration,Other Logon/Logoff Events,auditpol,{0CCE921C-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,Audit Other Logon/Logoff Events determines whether Windows generates audit events for other logon or logoff events. These other logon or logoff events include: -> A Remote Desktop session connects or disconnects. -> A workstation is locked or unlocked. -> A screen saver is invoked or dismissed. -> A replay attack is detected. -> This event indicates that a Kerberos request was received twice with identical information. -> This condition could also be caused by network misconfiguration. -> A user is granted access to a wireless network. -> It can be either a user account or the computer account. -> A user is granted access to a wired 802.1x network. -> It can be either a user account or the computer account. -> Logon events are essential to understanding user activity and detecting potential attacks. <br/><br/>Event volume: Low,https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-other-logonlogoff-events,Audit ; logs ; User,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1510,Advanced Audit Policy Configuration,Special Logon,auditpol,{0CCE921B-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low,0,0,Enterprise,"Audit Special Logon determines whether the operating system generates audit events under special sign on (or log on) circumstances. This subcategory allows you to audit events generated by special logons such as the following: -> The use of a special logon, which is a logon that has administrator-equivalent privileges and can be used to elevate a process to a higher level. -> A logon by a member of a Special Group. Special Groups enable you to audit events generated when a member of a certain group has logged on to your network. You can configure a list of group security identifiers (SIDs) in the registry. If any of those SIDs are added to a token during logon and the subcategory is enabled, an event is logged. <br/><br/>Event volume: -> Low on a client computer. -> Medium on a domain controllers or network servers.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-special-logon,Audit;Logs;User,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1511,Advanced Audit Policy Configuration,Detailed File Share,auditpol,{0CCE9244-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Failure,contains,Low,0,0,Enterprise,"The Detailed File Share setting logs an event every time a file or folder is accessed, whereas the File Share setting only records one event for any connection established between a client computer and file share. Detailed File Share audit events include detailed information about the permissions or other criteria used to grant or deny access. <br/><br/>Event volume: High on a file server or domain controller because of SYSVOL network access required by Group Policy",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319118(v=ws.11),Audit;Logs;File;Share,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1512,Advanced Audit Policy Configuration,File Share,auditpol,{0CCE9224-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"Audit File Share allows you to audit events related to file shares: creation, deletion, modification, and access attempts. Also, it shows failed SMB SPN checks. There are no system access control lists (SACLs) for shares; therefore, after this setting is enabled, access to all shares on the system will be audited. Event volume: -> High on file servers. -> High on domain controllers because of SYSVOL network access required by Group Policy. -> Low on member servers and workstations. ",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-file-share,Audit;Logs;File;Share,,,"Combined with File System auditing, File Share auditing enables you to track what content was accessed, the source (IP address and port) of the request, and the user account that was used for the access.",,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1513,Advanced Audit Policy Configuration,Kernel Object,auditpol,{0CCE921F-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"Only kernel objects with a matching system access control list (SACL) generate security audit events. The audits generated are usually useful only to developers. Typically, kernel objects are given SACLs only if the AuditBaseObjects or AuditBaseDirectories auditing options are enabled.",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319064(v=ws.11),Audit;Logs;Kernel,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1514,Advanced Audit Policy Configuration,Other Object Access Events,auditpol,{0CCE9227-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"This topic for the IT professional describes the Advanced Security Audit policy setting, Audit Other Object Access Events, which determines whether the operating system generates audit events for the management of Task Scheduler jobs or COM+ objects.<br/> For scheduler jobs, the following actions are audited:   -> Job created.   -> Job deleted.   -> Job enabled.   -> Job disabled.   -> Job updated.<br/> For COM+ objects, the following actions are audited:   ->Catalog object added.   ->Catalog object updated.   ->Catalog object deleted.<br/><br/> Event volume: Low",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319119(v=ws.11),Audit;Logs,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1515,Advanced Audit Policy Configuration,Removable Storage,auditpol,{0CCE9245-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"Audit Removable Storage allows you to audit user attempts to access file system objects on a removable storage device. A security audit event is generated for all objects and all types of access requested, with no dependency on object’s SACL.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-removable-storage,Audit;Logs;USB,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1516,Advanced Audit Policy Configuration,SAM,auditpol,{0CCE9220-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,0,Enterprise,"Audit SAM, which enables you to audit events that are generated by attempts to access Security Account Manager (SAM) objects. The Security Account Manager (SAM) is a database that is present on computers running Windows operating systems that stores user accounts and security descriptors for users on the local computer. SAM objects include the following: -> SAM_ALIAS: A local group -> SAM_GROUP: A group that is not a local group -> SAM_USER: A user account -> SAM_DOMAIN: A domain → SAM_SERVER: A computer account ",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-sam,Audit;Logs;SAM,,"Changes to user and group objects are tracked by the Account Management audit category. However, user accounts with enough privileges could potentially alter the files in which the account and password information is stored in the system, bypassing any Account Management events.","If you configure this policy setting, an audit event is generated when a SAM object is accessed. Success audits record successful attempts, and failure audits record unsuccessful attempts.",,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1517,Advanced Audit Policy Configuration,Audit Policy Change,auditpol,{0CCE922F-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low,0,0,Enterprise,"Audit Audit Policy Change determines whether the operating system generates audit events when changes are made to audit policy. Changes to audit policy that are audited include: -> Changing permissions and audit settings on the audit policy object (by using “auditpol /set /sd” command). -> Changing the system audit policy. -> Registering and unregistering security event sources. -> Changing per-user audit settings. -> Changing the value of CrashOnAuditFail. -> Changing audit settings on an object (for example, modifying the system access control list (SACL) for a file or registry key).",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-audit-policy-change,Audit;Logs,,,SACL change auditing is performed when a SACL for an object has changed and the Policy Change category is configured. Discretionary access control list (DACL) and owner change auditing are performed when Object Access auditing is configured and the object's SACL is set for auditing of the DACL or owner change.,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1518,Advanced Audit Policy Configuration,Authentication Policy Change,auditpol,{0CCE9230-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low,0,1,Enterprise,"This policy determines whether the operating system generates audit events when changes are made to authentication policy. -> Changes made to authentication policy include: Creation, modification, and removal of forest and domain trusts. -> Changes to Kerberos policy under Computer Configuration\Windows Settings\Security Settings\Account Policies\Kerberos Policy. -> When any of the following user rights is granted to a user or group: Access this computer from the network, Allow logon locally, Allow logon through Remote Desktop, Logon as a batch job, Logon as a service -> Namespace collision, such as when an added trust collides with an existing namespace name.",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319066(v=ws.11),Audit;Logs,,,This setting is useful for tracking changes in domain-level and forest-level trust and privileges that are granted to user accounts or groups.,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1519,Advanced Audit Policy Configuration,MPSSVC Rule-Level Policy Change,auditpol,{0CCE9232-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,1,Enterprise,"Audit MPSSVC Rule-Level Policy Change, which determines whether the operating system generates audit events when changes are made to policy rules for the Microsoft Protection Service (MPSSVC.exe). The Microsoft Protection Service, which is used by Windows Firewall, is an integral part of the computer’s threat protection against Internet-bound threats such as Trojans and spyware. The tracked activities include: -> Active policies when the Windows Firewall service starts. -> Changes to Windows Firewall rules. -> Changes to the Windows Firewall exception list. -> Changes to Windows Firewall settings. -> Rules ignored or not applied by the Windows Firewall service. -> Changes to Windows Firewall Group Policy settings.",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn319069(v=ws.11),Audit;Logs,,,Changes to firewall rules are important for understanding the security state of the computer and how well it is protected against network attacks. ,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1520,Advanced Audit Policy Configuration,Other Policy Change Events,auditpol,{0CCE9234-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Failure,contains,Low,0,0,Enterprise,This policy determines whether the operating system generates audit events for security policy changes that are not otherwise audited in the Policy Change category. These other activities in the Policy Change category that can be audited include: -> Trusted Platform Module (TPM) configuration changes. -> Kernel-mode cryptographic self tests. -> Cryptographic provider operations. -> Cryptographic context operations or modifications. <br/><br/>Event volume: Low,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn311459(v=ws.11),Audit;Logs,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1521,Advanced Audit Policy Configuration,Sensitive Privilege Use,auditpol,{0CCE9228-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low,0,1,Enterprise,Audit Sensitive Privilege Use contains events that show the usage of sensitive privileges. This is the list of sensitive privileges: -> Act as part of the operating system -> Back up files and directories -> Restore files and directories -> Create a token object Debug programs -> Enable computer and user accounts to be trusted for delegation -> Generate security audits Impersonate a client after authentication -> Load and unload device drivers -> Manage auditing and security log Modify firmware environment values -> Replace a process-level token -> Take ownership of files or other objects ,https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-sensitive-privilege-use,Audit;Logs,,,"The use of two privileges, “Back up files and directories” and “Restore files and directories,” generate events only if the “Audit: Audit the use of Backup and Restore privilege” Group Policy setting is enabled on the computer or device. We do not recommend enabling this Group Policy setting because of the high number of events recorded. <br/><br/>This subcategory also contains informational events from the file system Transaction Manager. ",,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1522,Advanced Audit Policy Configuration,Other System Events,auditpol,{0CCE9214-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low,0,0,Enterprise,"Audit Other System Events contains Windows Firewall Service and Windows Firewall driver start and stop events, failure events for these services and Windows Firewall Service policy processing failures. Audit Other System Events determines whether the operating system audits various system events. The system events in this category include: -> Startup and shutdown of the Windows Firewall service and driver. -> Security policy processing by the Windows Firewall service. -> Cryptography key file and migration operations. -> BranchCache events.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-other-system-events,Audit;Logs,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1523,Advanced Audit Policy Configuration,Security State Change,auditpol,{0CCE9210-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low,0,0,Enterprise,"Audit Security State Change contains Windows startup, recovery, and shutdown events, and information about changes in system time. -> Event volume: Low.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-security-state-change,Audit;Logs,,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
1524,Advanced Audit Policy Configuration,Security System Extension,auditpol,{0CCE9211-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low,0,1,Enterprise,"This policy determines whether the operating system generates audit events related to security system extensions. Changes to security system extensions in the operating system include the following activities: A security extension code is loaded (such as an authentication, notification, or security package). A security extension code registers with the Local Security Authority and will be used and trusted to authenticate logon attempts, submit logon requests, and be notified of any account or password changes. Examples of this extension code are Security Support Providers, such as Kerberos and NTLM. A service is installed. An audit log is generated when a service is registered with the Service Control Manager. The audit log contains information about the service name, binary, type, start type, and service account.",https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn311491(v=ws.11),Audit;Logs,Attempts to install or load security system extensions or services are critical system events that could indicate a security breach.,,These events are expected to appear more on a domain controller than on client computers or member servers.,,String : No Auditing;Success;Failure;Success and Failure,Windows 7; Windows 8.1; Windows Server 2008 R2; Windows Server 2012 R2; Windows Server 2012; Windows 8,
1525,Advanced Audit Policy Configuration,System Integrity,auditpol,{0CCE9212-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low,0,1,Enterprise,"Audit System Integrity determines whether the operating system audits events that violate the integrity of the security subsystem. Activities that violate the integrity of the security subsystem include the following: -> Audited events are lost due to a failure of the auditing system. -> A process uses an invalid local procedure call (LPC) port in an attempt to impersonate a client, reply to a client address space, read to a client address space, or write from a client address space. -> A remote procedure call (RPC) integrity violation is detected. -> A code integrity violation with an invalid hash value of an executable file is detected. -> Cryptographic tasks are performed.",https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-system-integrity,Audit;Logs,Violations of security subsystem integrity are critical and could indicate a potential security attack.,,,,String : No Auditing;Success;Failure;Success and Failure,Windows 10 ; Windows Server 2016,
